Employee_ID,Department,Performance_Score,Salary,Years_of_Service,Attrition_Risk
732634,IT,4,146389,7,False
524302,HR,3,141797,12,True
33072,Finance,5,104832,2,True
447709,IT,4,121978,8,False
250755,Cloud Engineering,5,146493,10,True
298764,IT,1,96119,5,False
924340,Finance,5,69939,7,False
153792,Clinical Ops,3,88142,4,True
413785,Finance,4,106087,9,False
709331,Clinical Ops,1,128870,15,False
349598,HR,5,121785,5,False
159017,Clinical Ops,3,123847,1,True
958911,IT,5,139216,7,False
323715,Cloud Engineering,5,66149,9,True
886902,Cloud Engineering,5,118438,5,False
837996,HR,1,134684,1,True
451932,HR,3,135980,1,False
131291,IT,4,140157,10,False
798499,HR,3,146841,1,False
238548,Clinical Ops,2,65171,11,False
898343,HR,3,140027,13,False
552723,Finance,5,64521,10,False
410956,IT,5,70588,8,True
741738,Clinical Ops,3,130455,1,True
682707,IT,1,98154,1,False
915099,Cloud Engineering,3,107288,1,False
985447,Clinical Ops,2,67430,5,False
367975,Cloud Engineering,3,145437,2,True
302862,Clinical Ops,5,133463,2,False
192836,Finance,1,99866,3,False
811209,Finance,4,67045,14,True
205155,Clinical Ops,5,134437,12,True
761833,HR,1,97248,11,False
204468,HR,2,91605,8,False
83019,Cloud Engineering,1,135498,9,False
558614,IT,5,75150,8,False
876230,Finance,1,96834,13,True
956483,IT,4,68543,4,True
502054,IT,3,126436,7,False
308497,Finance,4,77308,10,True
637042,HR,1,69423,5,True
142996,Cloud Engineering,5,84081,5,True
652296,Clinical Ops,2,86868,9,False
78193,IT,1,112591,15,False
899165,Finance,5,88776,9,True
862242,Finance,1,63063,6,False
190143,Cloud Engineering,4,84698,14,False
824250,Cloud Engineering,1,111620,6,False
651782,IT,1,102081,3,True
767674,IT,2,78946,7,False
125125,HR,2,72040,4,True
939110,Finance,4,84923,15,False
145563,Finance,3,132222,9,True
818423,HR,2,60462,11,False
79360,HR,5,105812,14,False
227989,Finance,2,115949,1,False
236203,HR,5,93215,3,False
638640,Cloud Engineering,2,108652,3,True
865487,Clinical Ops,4,66640,11,False
1046,HR,2,68951,9,True
186904,HR,2,80627,13,True
456341,Cloud Engineering,3,127371,13,False
211122,Finance,5,103261,6,False
712960,Cloud Engineering,2,62598,13,False
871401,Finance,5,95092,5,False
113060,Clinical Ops,2,100562,13,False
495693,IT,1,140699,6,True
82781,Cloud Engineering,3,121180,5,True
662149,IT,3,61756,11,True
430572,Finance,1,125930,15,False
277087,Clinical Ops,4,121721,10,False
609730,HR,5,149362,14,False
923900,Clinical Ops,1,80394,4,False
338629,Finance,2,141529,14,True
966168,Clinical Ops,2,123406,10,False
837346,Clinical Ops,4,75164,6,True
997015,IT,4,64515,7,False
743487,IT,4,121085,15,False
405349,HR,3,64971,15,False
636519,Cloud Engineering,2,60686,8,True
682821,IT,1,118188,15,False
340016,Clinical Ops,5,81676,4,False
152859,Cloud Engineering,1,110997,15,True
353742,HR,4,81852,14,True
781799,HR,2,114747,10,False
861977,Finance,3,106833,11,True
617841,Clinical Ops,2,145568,8,True
875212,HR,3,133825,10,True
820838,Clinical Ops,2,128242,10,False
997578,Clinical Ops,5,72678,11,True
217974,Finance,5,115976,10,True
634143,Clinical Ops,3,65348,1,True
754572,Cloud Engineering,4,96798,8,False
624312,Cloud Engineering,1,131249,8,False
835921,Cloud Engineering,2,67565,4,False
623061,Cloud Engineering,1,110919,13,False
307406,Cloud Engineering,1,68528,8,True
237787,Finance,5,122016,4,False
363738,HR,3,68952,3,False
602383,Finance,1,111585,3,True
841987,HR,1,74392,11,False
745528,HR,3,109094,11,True
378181,Finance,3,75585,1,False
770399,Finance,5,71168,7,False
451318,IT,3,126611,1,True
944416,HR,5,87367,8,True
122663,IT,1,136709,8,True
673688,Clinical Ops,5,124675,2,False
464104,Cloud Engineering,2,125898,2,True
732308,IT,5,61685,9,False
744509,IT,2,66936,11,True
505658,Cloud Engineering,2,131006,5,False
737565,Clinical Ops,4,101229,10,True
861467,Finance,2,82852,12,True
806717,Clinical Ops,3,72249,5,True
962945,Clinical Ops,4,114654,11,True
900902,Clinical Ops,3,99350,15,False
384269,Clinical Ops,1,104377,1,False
159944,HR,4,125602,12,True
314795,IT,4,121944,14,False
160209,IT,4,142393,7,True
581788,Cloud Engineering,4,91923,8,True
394184,HR,2,98877,6,True
674031,Cloud Engineering,4,85887,9,True
17294,Clinical Ops,4,82031,2,False
856256,IT,5,66485,7,False
666295,IT,5,112701,7,False
304911,HR,2,149874,9,True
559059,Finance,2,63947,7,True
205389,HR,4,117395,4,True
782554,Clinical Ops,3,145004,5,True
987065,Clinical Ops,5,106089,13,False
564471,Finance,4,144902,14,False
528134,Cloud Engineering,4,102133,13,True
160628,IT,2,100138,13,True
14443,Clinical Ops,4,107281,9,True
146495,HR,5,129200,6,True
274393,IT,3,77129,6,False
344026,Finance,1,126058,11,True
265106,HR,3,62107,13,True
684131,IT,3,87031,12,False
214162,Finance,2,61891,3,False
81140,Cloud Engineering,1,109915,14,True
188307,IT,2,104291,14,True
29730,Clinical Ops,1,101628,13,True
882384,IT,4,91951,9,True
91169,Cloud Engineering,4,74988,8,False
86232,Cloud Engineering,4,149921,10,True
89474,Finance,5,100600,13,True
336255,HR,4,77738,15,True
480167,Finance,4,84079,12,False
389703,HR,3,133380,15,True
626225,Cloud Engineering,5,69668,5,True
751265,Clinical Ops,1,97902,14,False
340801,IT,4,97890,9,False
747058,Finance,4,60243,1,False
897119,Cloud Engineering,5,71267,3,True
510391,Cloud Engineering,3,74859,8,False
509243,IT,4,67875,4,False
208655,Clinical Ops,5,61473,11,False
389338,HR,2,87450,6,True
602065,Clinical Ops,4,90569,7,False
690056,IT,3,112204,14,True
400296,Cloud Engineering,2,69013,10,False
433414,Clinical Ops,2,136955,14,False
761710,Finance,3,141335,6,True
200403,IT,4,125778,6,True
681047,HR,3,99124,5,False
529176,Finance,4,98158,2,False
691824,Clinical Ops,5,87395,1,True
652217,Clinical Ops,2,76331,6,False
259163,IT,5,76120,2,True
575914,Clinical Ops,3,98370,3,True
165536,IT,2,110676,13,False
326636,Clinical Ops,5,61227,4,False
236344,Finance,5,129079,15,True
271602,Clinical Ops,3,83590,5,False
737504,Finance,3,92447,15,True
795666,IT,1,102124,6,False
824796,HR,1,114700,13,False
697496,HR,2,129918,10,True
564532,Cloud Engineering,1,85183,6,False
993533,Clinical Ops,5,75341,9,True
548218,Finance,2,101344,15,True
965300,Clinical Ops,2,78242,5,False
172281,Clinical Ops,3,89660,9,True
471137,Clinical Ops,1,118487,10,False
51566,Clinical Ops,4,123686,9,True
822367,IT,2,72782,6,True
427270,HR,1,125528,9,True
943490,HR,4,100323,2,False
940568,Clinical Ops,1,62736,12,False
58943,Clinical Ops,5,128190,13,True
944864,IT,3,149638,10,True
291263,IT,3,146309,4,True
755531,Finance,4,110694,11,False
306264,Clinical Ops,1,97486,6,False
69783,HR,2,80138,1,False
125461,Clinical Ops,2,113342,3,True
800281,Clinical Ops,3,83016,6,False
163716,HR,4,105201,12,False
534368,HR,3,81703,13,True
911855,IT,5,146715,8,False
412063,IT,5,111516,10,True
616593,Clinical Ops,1,88108,3,False
211341,Cloud Engineering,2,93105,15,False
222117,Clinical Ops,5,65420,14,False
857766,IT,1,129708,10,False
350708,Cloud Engineering,1,93597,1,False
534178,Clinical Ops,2,141375,5,False
328622,Finance,3,91224,2,True
756374,Clinical Ops,3,83168,3,False
583947,Finance,3,110517,12,False
373208,HR,1,147549,11,True
988657,Cloud Engineering,4,88800,11,False
532061,HR,5,89126,9,False
95006,Finance,2,81897,15,True
822080,Cloud Engineering,3,135669,14,False
17315,Cloud Engineering,1,120561,12,True
975156,IT,2,67077,12,True
76626,Cloud Engineering,3,73326,8,False
181027,Finance,5,79503,5,False
940873,Finance,2,141276,15,False
736589,Clinical Ops,5,126506,4,False
795016,Cloud Engineering,1,67022,13,False
610535,HR,3,85613,13,True
724433,IT,4,129539,11,True
927735,Finance,3,133800,5,True
718468,Cloud Engineering,4,98620,2,True
293931,Finance,1,96270,14,False
69510,Finance,2,134373,14,False
848298,Finance,2,88997,3,False
26294,Cloud Engineering,1,143422,12,False
998601,Finance,3,125803,10,True
362680,Cloud Engineering,5,108118,9,False
747308,Cloud Engineering,1,97532,4,True
273362,Cloud Engineering,4,98969,5,True
55970,Clinical Ops,1,107316,7,False
775808,Finance,4,81111,8,False
192406,IT,4,64240,11,False
115203,Cloud Engineering,5,96692,6,False
208918,IT,3,131399,3,False
467224,IT,2,91357,12,False
142333,Clinical Ops,5,110242,6,False
7901,HR,4,73361,2,False
915610,Finance,3,90403,1,False
295441,Cloud Engineering,4,98585,7,False
537667,Clinical Ops,2,99473,14,True
297726,Finance,4,149087,3,False
195698,IT,4,144858,5,False
135140,Clinical Ops,1,72101,6,False
355794,HR,5,123739,11,False
507092,IT,1,110240,7,False
825564,IT,5,132179,6,False
879146,HR,4,93057,11,False
87902,Finance,3,91025,10,True
474040,Cloud Engineering,1,95012,4,True
29131,Finance,2,113058,3,False
24621,Clinical Ops,3,89058,11,True
594401,Cloud Engineering,5,141323,4,True
266507,Cloud Engineering,1,127797,15,True
55158,HR,2,134914,3,False
935663,IT,1,65893,1,False
684414,Finance,4,95122,15,True
489744,Finance,2,114130,8,True
951040,Cloud Engineering,3,135119,9,True
936583,HR,4,143492,3,False
845257,IT,2,105564,4,False
682903,Clinical Ops,3,93035,7,True
757272,Cloud Engineering,5,149614,15,False
397661,HR,5,102778,2,False
427661,HR,3,83321,1,False
9567,Finance,4,98663,5,True
201673,HR,2,71058,3,True
902114,Finance,5,88149,13,False
710187,Cloud Engineering,5,96132,14,True
662481,IT,2,67648,4,True
510441,IT,3,69564,4,False
458728,Cloud Engineering,5,80937,14,True
517666,Clinical Ops,3,123009,7,True
883683,IT,5,120312,9,False
444726,Cloud Engineering,5,90064,13,False
51565,Finance,4,98907,4,False
72500,Finance,3,69822,1,True
223127,Finance,4,120983,6,True
338224,Finance,1,129354,11,True
695713,HR,4,78107,11,False
38197,Clinical Ops,4,81736,13,True
991341,IT,5,133124,4,False
86029,Cloud Engineering,3,142737,13,False
647280,Finance,2,90401,10,False
680841,HR,2,148857,9,False
924080,HR,5,130004,1,False
512666,Finance,4,144646,3,True
603843,HR,2,124446,6,False
11490,HR,1,102918,5,False
798323,IT,2,100808,2,False
817643,Clinical Ops,5,88416,4,False
348645,Clinical Ops,4,68709,15,True
545963,Clinical Ops,5,125937,1,True
577346,HR,4,137496,11,False
833417,IT,1,104319,5,True
713101,Finance,3,138642,12,True
90270,HR,1,111003,13,True
404714,Clinical Ops,5,96160,2,False
649575,Cloud Engineering,3,98746,9,True
251504,IT,3,72193,9,False
162563,Finance,4,136274,9,False
271122,Clinical Ops,2,69282,12,True
945095,Finance,1,114777,4,True
936272,IT,1,91233,3,True
313541,Clinical Ops,2,108510,12,True
702481,Clinical Ops,2,94766,14,False
145056,Clinical Ops,1,108345,7,True
199513,Clinical Ops,1,143101,8,False
425820,Cloud Engineering,3,85547,6,False
334067,IT,3,113310,10,True
780822,Cloud Engineering,4,68438,15,True
383921,Clinical Ops,4,127179,4,True
118792,Finance,2,77513,8,True
6236,Clinical Ops,3,74707,13,True
467379,Finance,4,62692,14,True
770651,Cloud Engineering,3,71594,12,False
288641,Clinical Ops,4,79296,7,True
37261,Finance,3,126222,6,True
444865,Clinical Ops,3,144524,9,False
152135,Finance,2,100207,15,False
405199,HR,3,138644,4,False
303906,IT,2,70915,11,True
446360,Finance,5,149679,2,True
490426,Clinical Ops,1,73980,4,False
249259,Clinical Ops,2,118664,7,False
430750,HR,1,83487,6,False
645074,Clinical Ops,3,89367,11,True
492229,Finance,5,63707,3,False
862855,IT,5,85045,4,False
330518,Clinical Ops,5,137940,3,True
657555,Finance,2,61229,11,True
299148,Finance,3,102173,2,True
145117,Cloud Engineering,5,70357,9,False
729643,Clinical Ops,4,114499,2,True
192949,Clinical Ops,2,102491,8,False
951967,Cloud Engineering,4,82969,14,True
723580,Clinical Ops,3,61855,7,True
796167,Clinical Ops,3,73124,5,False
642997,Clinical Ops,1,109351,6,False
514277,IT,4,72273,1,True
279758,Clinical Ops,4,101564,7,True
424331,HR,4,104953,6,True
323299,Cloud Engineering,4,71905,11,False
941279,IT,2,110496,11,True
913943,IT,4,111716,13,True
336715,HR,2,149242,12,False
730398,HR,4,60770,7,True
236280,Clinical Ops,3,81006,1,True
621375,Cloud Engineering,5,137835,6,False
509128,Cloud Engineering,5,147199,12,False
716636,HR,4,117611,10,False
154482,Cloud Engineering,3,80202,3,True
640761,Cloud Engineering,5,111661,8,False
879897,Cloud Engineering,1,86535,14,True
394304,Finance,2,109157,12,True
659095,HR,4,73202,8,True
417821,Cloud Engineering,1,84096,4,False
314965,Cloud Engineering,3,89037,1,False
640743,Clinical Ops,3,82147,8,False
661190,Cloud Engineering,1,63384,7,True
189304,Clinical Ops,2,99040,11,False
542629,Clinical Ops,3,75880,9,False
609615,Finance,1,98920,9,True
612929,Finance,3,136610,3,True
153223,Cloud Engineering,2,144274,8,True
12956,Finance,1,93244,10,True
693774,Finance,2,75501,6,False
156771,Finance,2,84593,13,False
684605,IT,2,127428,6,True
582378,Cloud Engineering,1,65555,1,True
241593,IT,1,125336,1,True
398169,HR,2,140938,15,False
972334,HR,2,106400,6,False
694133,Finance,5,67331,4,True
537443,Clinical Ops,3,119137,10,True
62071,Cloud Engineering,3,146479,13,False
182506,Finance,4,87145,10,True
650416,Finance,3,130158,3,True
152909,HR,5,137927,3,True
542677,IT,1,106384,2,False
895723,HR,1,130861,14,True
555176,Clinical Ops,1,93796,10,False
307735,Cloud Engineering,3,119537,7,True
295559,Finance,4,121035,10,False
461406,HR,5,82712,5,False
829286,HR,3,91553,11,False
479491,Finance,2,130626,7,True
642786,Cloud Engineering,2,78492,1,False
216094,Finance,4,110165,7,False
624184,IT,2,143365,9,True
629170,Finance,5,132675,4,False
248978,Cloud Engineering,4,142505,2,False
899097,HR,3,102121,15,False
786842,Finance,1,147290,13,True
276195,Finance,2,127558,5,False
620331,Clinical Ops,5,68086,10,True
105339,IT,2,136547,14,True
536801,HR,1,74096,15,True
74847,Cloud Engineering,3,120396,3,False
299689,Cloud Engineering,1,122851,10,False
543060,Clinical Ops,1,124633,14,False
995524,Cloud Engineering,2,120852,14,False
746186,Clinical Ops,2,70728,3,True
279726,Clinical Ops,5,124756,10,False
778050,IT,4,81376,1,False
421437,HR,5,147251,1,False
277512,HR,5,103874,1,True
532128,Clinical Ops,4,126203,15,True
71914,Finance,2,135115,2,True
324028,HR,1,131469,3,False
437265,Clinical Ops,2,102753,12,False
222655,Cloud Engineering,3,131530,1,False
279994,Cloud Engineering,4,116478,15,False
664984,HR,4,116309,12,False
245206,Clinical Ops,2,60907,3,False
336413,HR,4,120258,2,False
233740,HR,1,77390,10,True
254895,IT,1,112675,9,False
946768,HR,2,100629,12,False
696618,Clinical Ops,3,90617,4,True
253847,Finance,2,138192,3,True
648911,Cloud Engineering,4,92949,4,True
350451,Finance,4,90070,6,True
385791,Finance,3,131979,6,False
448520,Finance,4,72931,4,False
9498,Clinical Ops,1,67824,4,False
685356,Cloud Engineering,1,71673,13,True
112564,HR,4,82803,15,False
93618,IT,2,71198,7,True
641416,Clinical Ops,1,144618,13,True
878147,IT,5,136638,12,False
169914,Cloud Engineering,1,125202,12,True
706277,HR,5,123290,15,False
909470,Finance,2,148595,5,True
966294,HR,5,83527,6,True
667727,HR,4,70859,13,False
664035,Finance,4,148117,2,True
661932,Finance,2,133024,12,False
95605,Cloud Engineering,5,100136,3,False
958926,Clinical Ops,1,116741,12,False
401501,Cloud Engineering,1,110954,1,False
586675,HR,2,125309,14,False
471482,Cloud Engineering,1,142927,7,True
737955,Cloud Engineering,3,106893,13,False
649784,Clinical Ops,4,93426,12,True
60081,Finance,2,89043,6,True
14349,Finance,3,67029,3,True
947835,Finance,3,134859,6,True
564080,HR,1,127272,13,False
963877,Cloud Engineering,5,143241,11,False
980995,HR,5,94250,11,False
699270,Clinical Ops,1,144817,1,False
140074,HR,4,140517,15,False
959935,Cloud Engineering,4,86736,13,True
862419,HR,4,120696,7,True
314334,Cloud Engineering,4,136128,1,False
686548,Cloud Engineering,2,84197,4,True
564767,Clinical Ops,3,112351,4,False
501845,Clinical Ops,3,91622,3,False
454377,IT,3,124950,15,True
582204,Clinical Ops,1,72674,13,True
1369,HR,1,79168,12,False
733323,HR,1,141370,3,True
959252,HR,3,127350,10,True
239867,IT,2,144660,14,False
683718,Clinical Ops,5,66936,7,False
519653,HR,3,126195,6,False
726833,Cloud Engineering,5,123250,7,False
126029,IT,2,143677,7,True
95158,Finance,1,77220,2,False
963372,HR,5,136790,11,False
101392,IT,1,131306,6,False
960937,Finance,4,140733,2,True
206281,HR,1,111369,7,True
860813,Finance,2,112896,6,False
61691,Cloud Engineering,3,144276,13,True
585481,HR,5,146386,11,False
781746,Finance,4,122650,11,True
788392,IT,5,119173,8,True
386192,Clinical Ops,4,91519,1,True
64384,IT,1,136664,9,False
518702,Finance,5,143845,1,False
844231,Cloud Engineering,2,98432,8,True
313826,Finance,1,66687,5,False
118189,HR,2,106222,9,True
809123,Cloud Engineering,2,62978,8,True
385738,Finance,4,63152,9,True
667740,Clinical Ops,2,113774,12,False
326156,Clinical Ops,3,71076,15,False
389065,Cloud Engineering,5,109218,10,False
585025,Finance,3,91033,3,True
426230,HR,4,94193,10,False
218074,IT,1,82604,8,False
905354,Cloud Engineering,2,79799,2,False
614759,Cloud Engineering,4,92203,11,False
96345,IT,3,78398,3,False
882487,IT,3,117518,15,True
492980,Clinical Ops,3,72333,15,False
355666,IT,3,122278,12,True
360664,Cloud Engineering,3,74192,2,True
509553,IT,3,66175,15,True
312757,Cloud Engineering,1,112362,3,False
991374,Clinical Ops,4,71204,1,True
966848,Cloud Engineering,2,135344,12,True
35640,Cloud Engineering,2,77471,12,True
340283,IT,1,121680,3,True
402369,IT,5,114891,12,False
79075,IT,4,105603,12,True
633443,IT,4,63112,12,True
477775,HR,2,143000,12,False
659533,Cloud Engineering,2,62632,1,False
955864,HR,4,87747,8,True
47598,Finance,2,128025,15,False
59664,HR,5,74756,4,True
539868,HR,2,74051,9,False
572574,Finance,3,130782,11,True
359837,Clinical Ops,1,77299,9,False
12081,HR,2,83607,7,True
310358,Cloud Engineering,4,119756,9,False
76211,Cloud Engineering,3,99970,12,False
577095,HR,3,90527,2,True
282877,Cloud Engineering,5,98682,1,True
770216,Finance,5,117468,11,False
682427,Cloud Engineering,4,85031,4,False
305902,IT,4,70072,11,False
428240,HR,3,144780,2,True
163910,Clinical Ops,5,136807,15,True
464279,HR,1,77026,1,True
285293,Finance,2,99824,9,True
658795,Clinical Ops,5,112901,5,True
216642,Finance,2,72968,11,False
764601,Finance,2,97304,3,True
766780,IT,1,81458,11,False
177971,IT,1,96496,13,False
372308,Clinical Ops,1,79787,12,False
831105,Cloud Engineering,5,72220,15,True
888027,Finance,5,70918,11,False
771287,Finance,3,94180,3,False
205989,Clinical Ops,1,96905,8,True
77182,Clinical Ops,4,105428,1,False
784873,HR,3,131223,7,True
494606,Finance,2,77917,1,False
789744,IT,1,93478,12,False
763158,IT,4,107424,2,False
859453,IT,4,95860,8,True
10661,Clinical Ops,2,146135,9,True
34975,Finance,2,114961,11,False
265883,HR,1,101420,2,False
624894,IT,1,126160,3,True
600965,Cloud Engineering,3,84124,14,False
905397,IT,2,116803,11,False
319916,HR,5,133703,9,False
184278,Cloud Engineering,5,91692,14,True
135534,Clinical Ops,1,70959,5,True
836522,HR,5,143634,3,True
600568,IT,4,92464,13,True
825238,IT,5,103795,5,True
536993,HR,5,111834,11,True
321199,HR,4,92480,9,True
540529,Cloud Engineering,1,125615,13,False
231110,Cloud Engineering,1,60239,5,True
321100,Cloud Engineering,4,107421,12,False
163873,HR,5,125019,2,True
395097,IT,5,116361,10,False
748599,Cloud Engineering,5,138569,13,False
712981,IT,2,73387,14,True
468859,IT,3,65864,9,True
658702,Finance,1,104505,14,True
404236,IT,2,94193,1,True
685375,Finance,2,94765,10,True
822226,Finance,1,68630,15,True
914372,HR,4,136927,3,False
896584,IT,3,60544,4,True
692630,Cloud Engineering,5,72504,13,False
25709,HR,5,116637,2,False
738915,IT,5,74042,6,False
4357,IT,1,69146,6,False
10018,Clinical Ops,2,68986,3,True
971812,Finance,5,102377,2,False
542054,Clinical Ops,3,149183,12,True
604303,HR,4,124123,6,False
405552,IT,5,131944,10,True
295052,Clinical Ops,1,96431,15,False
243642,Clinical Ops,1,134884,7,False
879463,Cloud Engineering,2,84750,13,False
678775,IT,4,139052,12,True
191931,Finance,1,87335,3,False
387583,Finance,1,96611,4,False
307940,HR,2,148197,14,False
313688,Cloud Engineering,2,148420,11,True
198818,IT,2,95043,4,True
295658,Cloud Engineering,5,63333,2,True
407654,Clinical Ops,3,111672,5,False
110520,HR,2,85375,8,True
841856,HR,4,72667,12,False
361695,IT,4,63257,9,True
403993,Cloud Engineering,3,89448,7,False
32824,HR,1,118270,5,True
114889,Clinical Ops,1,146059,6,False
932724,Cloud Engineering,5,101689,15,True
741199,Cloud Engineering,4,76461,4,False
985035,Clinical Ops,5,89684,10,False
166317,Cloud Engineering,5,86060,7,True
885597,IT,2,141217,15,True
711204,Cloud Engineering,2,100432,4,True
296506,Cloud Engineering,4,145663,15,True
603850,HR,3,75500,9,True
767079,Finance,2,136465,9,False
521667,Cloud Engineering,1,74774,6,False
885762,Clinical Ops,3,86588,13,False
79633,Finance,4,115504,11,False
50834,HR,3,88904,3,True
903717,IT,4,98578,9,True
147178,HR,4,104974,3,False
419444,HR,4,147091,2,True
295427,IT,3,109908,4,True
26390,HR,2,98141,13,True
23229,Cloud Engineering,4,80857,8,True
562744,Cloud Engineering,1,111884,3,True
118268,Clinical Ops,4,103360,1,False
244116,HR,2,73393,8,False
808646,Cloud Engineering,4,102132,4,False
352357,Clinical Ops,2,146735,4,True
9383,Finance,3,132453,2,False
900016,Clinical Ops,2,140311,7,False
636742,Cloud Engineering,1,102854,13,False
769042,HR,1,69424,12,False
727907,HR,2,136870,14,True
115926,Finance,2,113772,11,True
848886,HR,4,61842,1,False
794788,HR,1,134952,7,False
620080,Clinical Ops,4,92397,3,False
785997,HR,2,117125,14,True
50115,Finance,5,141809,9,False
190485,Clinical Ops,2,111380,9,False
48360,IT,2,117412,4,True
784434,Finance,5,65373,6,False
165825,IT,1,60077,1,True
141646,Finance,4,133772,11,False
962689,IT,2,102980,15,True
192185,Clinical Ops,4,76648,10,False
815272,IT,3,97419,6,True
852740,Finance,2,62970,15,False
663480,IT,1,142400,3,False
45620,Cloud Engineering,4,61428,13,True
157293,HR,2,75895,9,False
540890,Finance,3,124300,14,False
587860,IT,1,108138,1,True
516079,IT,3,135666,8,True
204171,Clinical Ops,5,89655,7,True
670883,Clinical Ops,1,80662,11,True
537132,HR,2,143398,7,True
897157,IT,3,68757,11,False
242030,Cloud Engineering,3,69925,6,False
227202,Cloud Engineering,5,135007,10,True
181717,Clinical Ops,1,97058,8,True
391903,IT,2,78496,9,True
537833,IT,2,69544,14,False
989845,HR,3,131673,3,True
753122,IT,2,136660,9,True
448675,Clinical Ops,4,90428,11,True
268948,IT,4,83575,9,True
884291,Clinical Ops,4,86771,12,False
925015,Cloud Engineering,5,98459,7,True
337476,HR,2,111285,12,True
682380,Finance,5,76073,1,True
734951,HR,5,99546,4,False
815829,IT,5,106703,10,False
222902,Cloud Engineering,3,145400,11,False
171128,Clinical Ops,3,127614,8,True
537364,Cloud Engineering,1,96502,6,False
351658,Clinical Ops,1,84336,3,True
572427,IT,5,128566,4,True
311887,IT,4,81959,1,False
183426,HR,3,66648,6,False
502462,Cloud Engineering,3,97754,2,True
54098,IT,3,129366,13,True
416972,HR,1,142475,9,True
637812,Finance,1,66124,7,True
687001,Finance,5,141307,14,True
870943,Finance,5,114883,9,True
540200,IT,1,123588,11,False
14744,Clinical Ops,1,140510,5,True
858206,Cloud Engineering,1,73093,6,False
319401,IT,1,111911,1,False
966552,Clinical Ops,4,64309,5,False
540010,Cloud Engineering,1,81204,2,True
13801,Clinical Ops,4,123550,9,False
18663,HR,3,83218,4,False
60012,Cloud Engineering,5,114531,7,True
74039,Finance,1,148661,8,False
898976,Finance,4,149167,7,False
993527,Clinical Ops,4,77244,14,False
837539,Clinical Ops,1,94284,4,True
161357,Clinical Ops,2,147377,15,True
590756,IT,2,76892,13,False
213173,HR,3,137412,9,True
482734,HR,3,70328,14,False
411567,IT,3,71663,8,False
937204,Clinical Ops,3,133181,2,True
849764,IT,3,139702,10,True
258190,Finance,5,117747,13,False
66872,Clinical Ops,1,141269,15,True
168022,Finance,5,119271,13,True
444554,Clinical Ops,1,142264,4,True
904062,Cloud Engineering,4,129640,2,False
913757,Finance,1,111507,4,True
645640,Clinical Ops,4,106283,6,True
775215,Clinical Ops,4,119299,3,True
796722,Cloud Engineering,3,128796,13,False
307864,HR,3,66508,12,True
567763,IT,3,78621,15,True
211452,Cloud Engineering,3,132735,10,False
558563,Clinical Ops,2,66967,6,True
606412,Clinical Ops,3,118806,12,True
139340,IT,5,75955,9,False
947924,IT,4,82069,15,False
205344,Finance,3,63209,9,True
356601,IT,1,70310,6,True
376470,IT,4,70130,1,True
825911,Finance,4,118483,8,True
228139,Finance,1,96954,10,True
496955,HR,3,149152,1,True
189040,IT,3,68662,7,True
427989,Clinical Ops,5,101444,4,False
374016,HR,2,66310,6,True
25439,IT,4,62230,4,False
976342,Finance,3,105720,14,True
241936,Cloud Engineering,2,65994,4,True
64916,Finance,2,92741,8,False
683734,Finance,2,118257,9,True
851697,Finance,2,92422,10,False
315214,Cloud Engineering,2,83656,1,True
837869,Cloud Engineering,3,105513,13,True
898197,Finance,2,102064,9,False
409716,Clinical Ops,1,128605,9,True
573794,HR,1,81347,12,True
414533,Finance,2,109930,1,True
356878,IT,4,131946,3,True
201272,Cloud Engineering,1,134054,2,True
293400,HR,1,111508,4,False
273590,Finance,3,116081,10,True
936577,IT,2,93333,14,True
460493,HR,2,134522,4,True
323231,IT,2,123534,10,False
309429,Cloud Engineering,2,130057,13,True
429564,IT,1,136347,1,False
854158,IT,3,128774,15,True
634638,IT,2,90179,11,False
431594,IT,5,92253,4,False
711428,IT,2,66972,15,True
291620,Finance,3,73105,5,True
386832,Cloud Engineering,5,62753,6,True
364262,Finance,4,79468,10,True
109534,Finance,2,132651,10,True
172577,IT,5,114308,13,False
587576,Clinical Ops,1,138401,3,False
521766,Clinical Ops,5,64864,3,False
589693,HR,4,98971,12,True
113396,IT,4,136998,5,True
378542,HR,3,137795,13,False
186704,IT,3,69867,13,True
66169,HR,1,139876,1,True
92735,HR,4,138514,4,True
634431,Cloud Engineering,3,101201,7,False
757136,HR,1,121460,1,False
690132,Cloud Engineering,1,139849,3,False
683344,Clinical Ops,3,123552,11,False
464267,HR,2,66570,4,True
367018,Cloud Engineering,3,148869,15,False
131008,Finance,3,82230,13,False
752664,Cloud Engineering,2,71559,11,False
700237,Clinical Ops,1,90544,9,True
532089,HR,5,86304,13,False
603880,Clinical Ops,3,141892,7,False
717162,Finance,2,105271,11,False
776076,HR,3,147346,8,True
805253,Clinical Ops,5,64570,14,True
857484,HR,4,115113,6,False
437466,HR,4,66566,9,False
401509,IT,3,139509,8,True
297584,Cloud Engineering,3,66855,13,True
76611,HR,1,63484,5,True
146093,Clinical Ops,5,131068,15,False
385160,Finance,1,74896,9,False
583829,Cloud Engineering,3,128715,1,False
478638,IT,2,80454,10,True
578748,HR,5,66760,4,True
410459,HR,2,62427,3,True
190212,Cloud Engineering,3,103825,14,False
5688,Finance,4,105669,9,False
42286,IT,4,106844,8,False
558766,IT,5,87660,10,False
940178,HR,1,138233,2,True
40640,Clinical Ops,3,100865,13,False
