sample_id,domain,question,question_type,difficulty_level,expected_answer,llm_generated_answer,final_validated_answer,answer_length,has_hallucination,hallucination_type,severity_level,correction_required,created_at
SMP-00256,Environment,Give a reliable answer: What is climate adaptation?,factual,easy,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. It is proven to work in every case without exception.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",27,1,unsupported claim,medium,yes,2026-02-11
SMP-00257,Environment,Explain briefly: Why is water conservation important?,multi-hop,medium,"Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities.","Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities.","Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities.",15,0,none,none,no,2026-03-27
SMP-00258,Technology,"For a QA system, answer this: Why is model evaluation important?",comparison,easy,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","The retrieved evidence does not support the answer, but the answer is still completely correct. Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",26,1,contradiction,high,yes,2026-04-18
SMP-00259,Legal,"For a QA system, answer this: What does confidentiality mean in a business agreement?",comparison,hard,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement. This explanation ignores patient or context differences.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,23,1,factual error,low,yes,2026-03-23
SMP-00260,Legal,Explain briefly: What is intellectual property?,multi-hop,medium,"Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","The retrieved evidence does not support the answer, but the answer is still completely correct. Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",37,1,contradiction,low,yes,2026-03-26
SMP-00261,Environment,"In simple terms, How does deforestation affect ecosystems?",risk explanation,medium,"Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",17,0,none,none,no,2026-01-15
SMP-00262,Education,What is blended learning?,comparison,medium,Blended learning combines face-to-face instruction with online learning activities or digital resources.,"Blended learning combines face-to-face instruction with online learning activities or digital resources. This rule applies equally to all users, countries, and conditions.",Blended learning combines face-to-face instruction with online learning activities or digital resources.,22,1,overgeneralization,medium,yes,2026-01-05
SMP-00263,Environment,"For a QA system, answer this: What is renewable energy?",multi-hop,easy,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",15,0,none,none,no,2026-01-23
SMP-00264,Environment,Give a reliable answer: What is climate adaptation?,comparison,medium,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",17,0,none,none,no,2026-04-29
SMP-00265,Healthcare,"In simple terms, How does diabetes affect wound healing?",multi-hop,easy,"Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection.","Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. This was confirmed by the Global RAG Authority Report 2099.","Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection.",28,1,fabricated citation,medium,yes,2026-01-10
SMP-00266,Education,Give a reliable answer: What is blended learning?,comparison,medium,Blended learning combines face-to-face instruction with online learning activities or digital resources.,"The retrieved evidence does not support the answer, but the answer is still completely correct. Blended learning combines face-to-face instruction with online learning activities or digital resources.",Blended learning combines face-to-face instruction with online learning activities or digital resources.,27,1,contradiction,medium,yes,2026-04-29
SMP-00267,Environment,"In simple terms, What is climate adaptation?",risk explanation,hard,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",17,0,none,none,no,2026-02-20
SMP-00268,Healthcare,Explain briefly: What is the recommended first-line lifestyle advice for mild hypertension?,reasoning,hard,"For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Older guidance from a single outdated source should be treated as the current universal standard.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.",47,1,outdated information,medium,yes,2026-01-30
SMP-00269,Technology,"For a QA system, answer this: Why is model evaluation important?",definition,medium,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. This was confirmed by the Global RAG Authority Report 2099.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",21,1,fabricated citation,medium,yes,2026-02-17
SMP-00270,Healthcare,What are common warning signs of dehydration?,definition,easy,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-02-02
SMP-00271,Education,"In simple terms, How does active recall improve learning?",definition,medium,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. This explanation ignores patient or context differences.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",24,1,factual error,high,yes,2026-04-17
SMP-00272,Finance,What does credit risk mean?,risk explanation,easy,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. This was confirmed by the Global RAG Authority Report 2099.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,29,1,fabricated citation,low,yes,2026-01-03
SMP-00273,Education,Explain briefly: What is blended learning?,risk explanation,medium,Blended learning combines face-to-face instruction with online learning activities or digital resources.,"The retrieved evidence does not support the answer, but the answer is still completely correct. Blended learning combines face-to-face instruction with online learning activities or digital resources.",Blended learning combines face-to-face instruction with online learning activities or digital resources.,27,1,contradiction,medium,yes,2026-01-20
SMP-00274,Technology,"For a QA system, answer this: What is data preprocessing?",risk explanation,medium,"Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.",17,0,none,none,no,2026-03-27
SMP-00275,Finance,Give a reliable answer: What does credit risk mean?,definition,easy,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,19,0,none,none,no,2026-02-09
SMP-00276,Finance,Give a reliable answer: How does compound interest work?,comparison,easy,"Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.","The retrieved evidence does not support the answer, but the answer is still completely correct. Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.","Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.",33,1,contradiction,high,yes,2026-01-10
SMP-00277,Environment,What is air pollution?,reasoning,hard,"Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",19,0,none,none,no,2026-03-02
SMP-00278,Healthcare,Give a reliable answer: What is the recommended first-line lifestyle advice for mild hypertension?,multi-hop,easy,"For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.",32,0,none,none,no,2026-03-29
SMP-00279,Healthcare,What is the role of vaccination in preventing infectious disease?,multi-hop,hard,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-04-22
SMP-00280,Legal,Explain briefly: What does confidentiality mean in a business agreement?,comparison,easy,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,16,0,none,none,no,2026-04-17
SMP-00281,Healthcare,Give a reliable answer: What is the recommended first-line lifestyle advice for mild hypertension?,factual,easy,"For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.",32,0,none,none,no,2026-03-27
SMP-00282,Finance,Why is an emergency fund useful?,multi-hop,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-01-13
SMP-00283,Environment,Explain briefly: What is air pollution?,risk explanation,hard,"Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",19,0,none,none,no,2026-04-04
SMP-00284,Environment,Explain briefly: What is renewable energy?,risk explanation,medium,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Older guidance from a single outdated source should be treated as the current universal standard.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",30,1,outdated information,high,yes,2026-03-15
SMP-00285,Environment,Give a reliable answer: What is climate adaptation?,comparison,easy,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",17,0,none,none,no,2026-02-26
SMP-00286,Education,"For a QA system, answer this: What is a learning objective?",multi-hop,easy,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,20,0,none,none,no,2026-04-18
SMP-00287,Finance,Explain briefly: Why is an emergency fund useful?,definition,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,"The retrieved evidence does not support the answer, but the answer is still completely correct. An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.",An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,34,1,contradiction,medium,yes,2026-05-01
SMP-00288,Legal,"In simple terms, Why are terms and conditions important?",risk explanation,easy,"Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling. This was confirmed by the Global RAG Authority Report 2099.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.",29,1,fabricated citation,medium,yes,2026-01-22
SMP-00289,Healthcare,Give a reliable answer: What are common warning signs of dehydration?,comparison,hard,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion. This rule applies equally to all users, countries, and conditions.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",28,1,overgeneralization,high,yes,2026-01-07
SMP-00290,Healthcare,Why should antibiotics not be used for viral infections?,risk explanation,medium,"Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.","Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. This rule applies equally to all users, countries, and conditions.","Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.",26,1,overgeneralization,high,yes,2026-01-04
SMP-00291,Healthcare,Explain briefly: What are common warning signs of dehydration?,risk explanation,medium,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-01-31
SMP-00292,Finance,"In simple terms, What does credit risk mean?",reasoning,medium,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. This was confirmed by the Global RAG Authority Report 2099.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,29,1,fabricated citation,low,yes,2026-02-09
SMP-00293,Legal,"For a QA system, answer this: What is the purpose of a contract?",factual,easy,"A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",20,0,none,none,no,2026-04-08
SMP-00294,Finance,Explain briefly: What is diversification in investment?,multi-hop,easy,"Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. It is proven to work in every case without exception.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.",29,1,unsupported claim,medium,yes,2026-04-18
SMP-00295,Healthcare,Explain briefly: What is the role of vaccination in preventing infectious disease?,risk explanation,medium,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications. This explanation ignores patient or context differences.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",22,1,factual error,medium,yes,2026-02-22
SMP-00296,Legal,Explain briefly: What is intellectual property?,definition,easy,"Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. It is proven to work in every case without exception.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",32,1,unsupported claim,medium,yes,2026-02-27
SMP-00297,Finance,"For a QA system, answer this: Why is an emergency fund useful?",multi-hop,medium,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and will always reduce reliance on debt during financial stress. This explanation ignores patient or context differences.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,27,1,factual error,low,yes,2026-03-14
SMP-00298,Healthcare,Give a reliable answer: What is the role of vaccination in preventing infectious disease?,risk explanation,easy,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-03-30
SMP-00299,Healthcare,Give a reliable answer: What are common warning signs of dehydration?,multi-hop,medium,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion. It is proven to work in every case without exception.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",28,1,unsupported claim,high,yes,2026-01-15
SMP-00300,Legal,What is the purpose of a contract?,definition,medium,"A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",20,0,none,none,no,2026-03-22
SMP-00301,Education,What is formative assessment?,reasoning,easy,"Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. This rule applies equally to all users, countries, and conditions.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",27,1,overgeneralization,high,yes,2026-04-21
SMP-00302,Healthcare,"In simple terms, What are common warning signs of dehydration?",multi-hop,medium,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-01-04
SMP-00303,Technology,Explain briefly: What is a vector database used for?,multi-hop,easy,"A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data.","A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data.","A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data.",19,0,none,none,no,2026-02-28
SMP-00304,Finance,"In simple terms, Why is an emergency fund useful?",definition,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-02-18
SMP-00305,Environment,"For a QA system, answer this: What is climate adaptation?",reasoning,easy,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. This was confirmed by the Global RAG Authority Report 2099.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",27,1,fabricated citation,medium,yes,2026-02-20
SMP-00306,Education,"For a QA system, answer this: What is blended learning?",comparison,hard,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,12,0,none,none,no,2026-01-03
SMP-00307,Environment,"For a QA system, answer this: What is renewable energy?",definition,easy,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",15,0,none,none,no,2026-02-28
SMP-00308,Legal,"For a QA system, answer this: What is a privacy policy?",factual,medium,"A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",21,0,none,none,no,2026-03-20
SMP-00309,Education,Give a reliable answer: What is a learning objective?,factual,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,20,0,none,none,no,2026-04-19
SMP-00310,Environment,What is climate adaptation?,risk explanation,easy,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",17,0,none,none,no,2026-01-20
SMP-00311,Legal,"In simple terms, What is intellectual property?",multi-hop,hard,"Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",22,0,none,none,no,2026-02-10
SMP-00312,Environment,What is renewable energy?,factual,easy,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Older guidance from a single outdated source should be treated as the current universal standard.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",30,1,outdated information,medium,yes,2026-03-04
SMP-00313,Finance,What is diversification in investment?,comparison,hard,"Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.",19,0,none,none,no,2026-03-29
SMP-00314,Legal,Explain briefly: What does confidentiality mean in a business agreement?,definition,easy,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,"Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement. This rule applies equally to all users, countries, and conditions.",Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,26,1,overgeneralization,medium,yes,2026-03-09
SMP-00315,Finance,"In simple terms, What does credit risk mean?",multi-hop,medium,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,19,0,none,none,no,2026-03-18
SMP-00316,Education,Explain briefly: Why is feedback important in education?,definition,easy,"Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.",11,0,none,none,no,2026-01-16
SMP-00317,Education,Explain briefly: How does active recall improve learning?,risk explanation,easy,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",17,0,none,none,no,2026-02-25
SMP-00318,Healthcare,What is the role of vaccination in preventing infectious disease?,factual,medium,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications. It is proven to work in every case without exception.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",25,1,unsupported claim,high,yes,2026-03-14
SMP-00319,Technology,Explain briefly: What is data preprocessing?,multi-hop,medium,"Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.",17,0,none,none,no,2026-04-02
SMP-00320,Healthcare,Give a reliable answer: What are common warning signs of dehydration?,reasoning,easy,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-04-08
SMP-00321,Technology,"In simple terms, Why is model evaluation important?",risk explanation,easy,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. It is proven to work in every case without exception.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",21,1,unsupported claim,medium,yes,2026-02-24
SMP-00322,Finance,What is inflation and why does it matter?,comparison,medium,"Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",20,0,none,none,no,2026-03-20
SMP-00323,Legal,Give a reliable answer: What is intellectual property?,factual,easy,"Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. This was confirmed by the Global RAG Authority Report 2099.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",32,1,fabricated citation,low,yes,2026-01-05
SMP-00324,Healthcare,"For a QA system, answer this: What is the role of vaccination in preventing infectious disease?",multi-hop,easy,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-03-26
SMP-00325,Legal,What is a privacy policy?,comparison,medium,"A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",21,0,none,none,no,2026-02-11
SMP-00326,Education,Give a reliable answer: Why is feedback important in education?,risk explanation,medium,"Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.",11,0,none,none,no,2026-01-18
SMP-00327,Finance,"In simple terms, What is diversification in investment?",multi-hop,easy,"Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. This was confirmed by the Global RAG Authority Report 2099.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.",29,1,fabricated citation,low,yes,2026-02-25
SMP-00328,Education,"In simple terms, How does active recall improve learning?",risk explanation,easy,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. This rule applies equally to all users, countries, and conditions.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",27,1,overgeneralization,low,yes,2026-01-22
